temp,dataset_or_rollup,comparison,metric,n,delta_pct,ci_low,ci_high
1.0,Code,DominoTree (16) vs Domino,raw per-prompt TPS (shared lean common AR),147,5.153200660730595,2.020218273552987,8.355764141045018
1.0,Code,DominoTree (16) vs DDTree@16,speedup-over-own-AR (cross harness),150,-8.865334676186976,-11.417612441517733,-6.225140626394765
1.0,Code,DominoTree (16) vs CaDDTree,speedup-over-own-AR (cross harness),150,-7.897582260228453,-10.695739565110863,-5.073606479849935
1.0,Code,DominoTree (16) vs DFlash,speedup-over-own-AR (cross harness),150,2.4361712882341457,-0.7579077861534667,5.605503615104257
1.0,Chat,DominoTree (16) vs Domino,raw per-prompt TPS (shared lean common AR),147,13.318461708296292,9.02200279607519,17.921968227604633
1.0,Chat,DominoTree (16) vs DDTree@16,speedup-over-own-AR (cross harness),150,-0.4127295563958522,-3.4745038007172435,2.7334400984004192
1.0,Chat,DominoTree (16) vs CaDDTree,speedup-over-own-AR (cross harness),150,0.28683841338128513,-2.7389191153783354,3.4094954621222806
1.0,Chat,DominoTree (16) vs DFlash,speedup-over-own-AR (cross harness),150,14.016933246777906,8.968072099612701,19.139302950116765
1.0,Overall,DominoTree (16) vs Domino,raw per-prompt TPS (shared lean common AR),421,5.954720511383083,3.7653707663393154,8.178955733714922
1.0,Overall,DominoTree (16) vs DDTree@16,speedup-over-own-AR (cross harness),430,-3.4968416701872895,-5.387392844277528,-1.637098429048267
1.0,Overall,DominoTree (16) vs CaDDTree,speedup-over-own-AR (cross harness),430,-2.877598193106745,-4.8307837802143645,-0.9447669156795402
1.0,Overall,DominoTree (16) vs DFlash,speedup-over-own-AR (cross harness),430,8.312938167861583,6.063498241064891,10.669105710633197
