temp,dataset_or_rollup,comparison,metric,n,delta_pct,ci_low,ci_high
0.0,Chat,DominoTree (16) vs Domino,raw per-prompt TPS (shared lean common AR),148,14.848080016201703,11.877105303695611,18.265505522466285
0.0,Chat,DominoTree (16) vs DDTree@16,speedup-over-own-AR (cross harness),148,13.36356325821082,9.898355298422956,17.07336757246778
0.0,Chat,DominoTree (16) vs CaDDTree,speedup-over-own-AR (cross harness),148,13.449260149062514,10.027638414955153,17.095504219782054
0.0,Chat,DominoTree (16) vs DFlash,speedup-over-own-AR (cross harness),148,30.393679265873665,25.49976864395258,35.677093933329274
0.0,Overall,DominoTree (16) vs Domino,raw per-prompt TPS (shared lean common AR),422,9.210902253769726,7.947929496577788,10.56797382976562
0.0,Overall,DominoTree (16) vs DDTree@16,speedup-over-own-AR (cross harness),422,7.668370184008877,5.62781568646662,9.800708397587755
0.0,Overall,DominoTree (16) vs CaDDTree,speedup-over-own-AR (cross harness),422,7.261648454117875,4.927324222521667,9.579543819697477
0.0,Overall,DominoTree (16) vs DFlash,speedup-over-own-AR (cross harness),422,18.445529066065536,15.902277436572042,20.960187819524535
0.5,GSM8K,DominoTree (16) vs Domino,raw per-prompt TPS (shared lean common AR),49,3.4956518766133593,-0.10053232956501734,7.145707193541484
0.5,GSM8K,DominoTree (16) vs DDTree@16,speedup-over-own-AR (cross harness),49,29.133055618109193,23.524526463074302,35.02262966730563
0.5,GSM8K,DominoTree (16) vs CaDDTree,speedup-over-own-AR (cross harness),49,29.58472502228011,23.790247927068677,35.609977035113126
0.5,GSM8K,DominoTree (16) vs DFlash,speedup-over-own-AR (cross harness),49,42.04590064814499,35.44380969662391,48.82990962024769
0.5,MATH-500,DominoTree (16) vs Domino,raw per-prompt TPS (shared lean common AR),49,3.5869489371253227,-0.6854486186567588,7.906737757972904
0.5,MATH-500,DominoTree (16) vs DDTree@16,speedup-over-own-AR (cross harness),49,3.782588466519776,-0.1642199809082201,7.831254659233533
0.5,MATH-500,DominoTree (16) vs CaDDTree,speedup-over-own-AR (cross harness),49,0.8510738771964954,-3.1742439201588923,4.721766604768884
0.5,MATH-500,DominoTree (16) vs DFlash,speedup-over-own-AR (cross harness),49,10.820927547641057,5.6653719080046905,16.19087554054788
0.5,AIME25,DominoTree (16) vs Domino,raw per-prompt TPS (shared lean common AR),29,16.197627271234573,11.180582713087283,22.188130956192275
0.5,AIME25,DominoTree (16) vs DDTree@16,speedup-over-own-AR (cross harness),29,-3.228945523604121,-6.991423194060986,0.5750035232717554
0.5,AIME25,DominoTree (16) vs CaDDTree,speedup-over-own-AR (cross harness),29,-4.154893491301492,-8.19991242597844,0.18541128416020847
0.5,AIME25,DominoTree (16) vs DFlash,speedup-over-own-AR (cross harness),29,6.524641109009277,1.0928173655899487,12.392595051581633
0.5,HumanEval,DominoTree (16) vs Domino,raw per-prompt TPS (shared lean common AR),49,8.744096438783489,4.392780607518065,13.345834758063614
0.5,HumanEval,DominoTree (16) vs DDTree@16,speedup-over-own-AR (cross harness),49,-3.7170258340583073,-7.497225899171678,0.10173354863358686
0.5,HumanEval,DominoTree (16) vs CaDDTree,speedup-over-own-AR (cross harness),49,-3.4369156120596545,-7.096430697871892,0.36539246773634737
0.5,HumanEval,DominoTree (16) vs DFlash,speedup-over-own-AR (cross harness),49,8.800232480348114,4.504042444211054,13.073373775021224
0.5,MBPP,DominoTree (16) vs Domino,raw per-prompt TPS (shared lean common AR),49,14.941278995832462,11.157825977160218,18.67343213015513
0.5,MBPP,DominoTree (16) vs DDTree@16,speedup-over-own-AR (cross harness),49,5.095392021998113,1.4441354869299872,8.841000476616955
0.5,MBPP,DominoTree (16) vs CaDDTree,speedup-over-own-AR (cross harness),49,8.079096971737453,4.474756293818216,11.854700462600887
0.5,MBPP,DominoTree (16) vs DFlash,speedup-over-own-AR (cross harness),49,21.18426937488489,16.500702699641188,26.274961385992057
0.5,LCB,DominoTree (16) vs Domino,raw per-prompt TPS (shared lean common AR),49,6.003292652575598,0.6967038193349984,11.924490038918334
0.5,LCB,DominoTree (16) vs DDTree@16,speedup-over-own-AR (cross harness),49,-12.194821628997211,-16.869387396225665,-7.29589808219494
0.5,LCB,DominoTree (16) vs CaDDTree,speedup-over-own-AR (cross harness),49,-11.42997111998576,-16.44737458085055,-6.043927970644802
0.5,LCB,DominoTree (16) vs DFlash,speedup-over-own-AR (cross harness),49,-5.82331229672427,-11.813544481312944,0.3958407030134392
0.5,MT-Bench,DominoTree (16) vs Domino,raw per-prompt TPS (shared lean common AR),99,14.070398075502254,9.994516497251492,18.51057899089572
0.5,MT-Bench,DominoTree (16) vs DDTree@16,speedup-over-own-AR (cross harness),99,5.548554487683366,1.70152812734079,9.537064073103041
0.5,MT-Bench,DominoTree (16) vs CaDDTree,speedup-over-own-AR (cross harness),99,5.400439975901361,1.0962228918082184,10.013918678589228
0.5,MT-Bench,DominoTree (16) vs DFlash,speedup-over-own-AR (cross harness),99,23.863018039577135,18.636702641989334,29.819621984152043
0.5,Alpaca,DominoTree (16) vs Domino,raw per-prompt TPS (shared lean common AR),49,23.434572605602334,17.71842402396868,29.025708098961367
0.5,Alpaca,DominoTree (16) vs DDTree@16,speedup-over-own-AR (cross harness),49,23.066963027785683,15.172754285485457,32.19175675750843
0.5,Alpaca,DominoTree (16) vs CaDDTree,speedup-over-own-AR (cross harness),49,22.54545452303056,14.691737923947624,31.24057707110033
0.5,Alpaca,DominoTree (16) vs DFlash,speedup-over-own-AR (cross harness),49,50.76331253651154,42.556049144322984,59.73095040605516
0.5,Math,DominoTree (16) vs Domino,raw per-prompt TPS (shared lean common AR),127,5.476139416527359,2.9326491342328564,8.125198018145863
0.5,Math,DominoTree (16) vs DDTree@16,speedup-over-own-AR (cross harness),127,11.958652833685978,8.359373038992723,15.709770433422566
0.5,Math,DominoTree (16) vs CaDDTree,speedup-over-own-AR (cross harness),127,10.528331349065411,6.770782112510454,14.46524803480218
0.5,Math,DominoTree (16) vs DFlash,speedup-over-own-AR (cross harness),127,21.615404749859323,17.17042027810598,26.188445293633976
0.5,Code,DominoTree (16) vs Domino,raw per-prompt TPS (shared lean common AR),147,9.993299643516629,7.213277371887639,12.788093824039226
0.5,Code,DominoTree (16) vs DDTree@16,speedup-over-own-AR (cross harness),147,-3.7602844679448855,-6.460193863960761,-1.077209699097692
0.5,Code,DominoTree (16) vs CaDDTree,speedup-over-own-AR (cross harness),147,-2.5124933733890464,-5.386944233208735,0.40750588017446354
0.5,Code,DominoTree (16) vs DFlash,speedup-over-own-AR (cross harness),147,7.488760169587683,3.8707198627321526,11.089594990776774
0.5,Chat,DominoTree (16) vs Domino,raw per-prompt TPS (shared lean common AR),148,16.64251182902181,13.124360203918627,20.368152882512792
0.5,Chat,DominoTree (16) vs DDTree@16,speedup-over-own-AR (cross harness),148,10.062225410391545,6.296293022915633,14.16933248947705
